devEUI,deviceName,timestamp,fCnt,gatewayID,loRaSNR,rssi,frequency,dr,latitude,longitude,altitude,battery,humidity,pressure,temperature,gas_resistance,acc_x,acc_y,acc_z
ac1f09fffe044ddc,RAK5205-1,1621026036,362,ac1f09fffe0468cf,7.3,-53,867500000,5,47.8923,1.8948,75.3,4.21,57.5,1001,17.2,28.1,-0.028,0.965,-0.019
ac1f09fffe044ddc,RAK5205-1,1621026083,363,ac1f09fffe0468cf,10.5,-58,867900000,5,47.8925,1.8948,126.8,3.81,57.5,1001,17.2,29.07,-0.027,0.97,-0.03
ac1f09fffe044ddc,RAK5205-1,1621026125,364,ac1f09fffe0468cf,11,-59,867700000,5,47.8925,1.8948,111.3,3.82,58,1001,17.2,29.92,-0.027,0.97,-0.018
ac1f09fffe044ddc,RAK5205-1,1621026173,365,ac1f09fffe0468cf,7.3,-55,867500000,5,47.8924,1.8946,179.9,3.81,57.5,1001.1,17.2,29.65,-0.026,0.968,-0.023
ac1f09fffe044ddc,RAK5205-1,1621026215,366,ac1f09fffe0468cf,10,-59,867900000,5,47.8924,1.895,124,4.21,58,1001,17.2,30.37,-0.026,0.967,-0.022
ac1f09fffe044ddc,RAK5205-1,1621026263,367,ac1f09fffe0468cf,8.5,-57,867700000,5,47.8924,1.8948,128.1,4.21,58,1001.1,17.1,30.01,-0.024,0.972,-0.032
ac1f09fffe044ddc,RAK5205-1,1621026305,368,ac1f09fffe0468cf,6.8,-55,867500000,5,47.8925,1.8947,137.2,4.21,58,1001.1,17.1,30.46,-0.022,0.968,-0.024
ac1f09fffe044ddc,RAK5205-1,1621026355,369,ac1f09fffe0468cf,10,-57,868300000,5,47.8925,1.8951,104.1,4.21,58,1001.1,17.1,29.67,-0.025,0.965,-0.024
ac1f09fffe044ddc,RAK5205-1,1621026395,370,ac1f09fffe0468cf,8.8,-59,868100000,5,47.8923,1.8946,158.3,3.81,58,1001.1,17.1,30.35,-0.026,0.964,-0.021
ac1f09fffe044ddc,RAK5205-1,1621026443,371,ac1f09fffe0468cf,7,-62,867500000,5,47.8923,1.8948,125.9,3.82,58,1001.1,17.1,29.94,-0.023,0.97,-0.025
ac1f09fffe044ddc,RAK5205-1,1621026485,372,ac1f09fffe0468cf,7.5,-56,868500000,5,47.8923,1.8945,132.6,3.81,58,1001.1,17.1,30.53,-0.026,0.964,-0.021
ac1f09fffe044ddc,RAK5205-1,1621026533,373,ac1f09fffe0468cf,10.3,-59,867700000,5,47.8924,1.8949,100.9,3.82,58,1001,17.1,29.88,-0.026,0.969,-0.025
ac1f09fffe044ddc,RAK5205-1,1621026575,374,ac1f09fffe0468cf,9.3,-59,867700000,5,47.8924,1.8948,132.4,4.21,58,1001,17.1,30.4,-0.024,0.97,-0.029
ac1f09fffe044ddc,RAK5205-1,1621026623,375,ac1f09fffe0468cf,9.3,-55,868300000,5,47.8924,1.8949,109.7,3.82,58,1001,17.1,29.71,-0.028,0.969,-0.023
ac1f09fffe044ddc,RAK5205-1,1621026665,376,ac1f09fffe0468cf,7.3,-57,868500000,5,47.8925,1.8947,144.4,3.81,58,1001,17,30.29,-0.026,0.965,-0.022
ac1f09fffe044ddc,RAK5205-1,1621026713,377,ac1f09fffe0468cf,7.8,-56,868500000,5,47.8923,1.8947,126.3,3.82,58,1001,16.9,29.67,-0.023,0.97,-0.026
ac1f09fffe044ddc,RAK5205-1,1621026755,378,ac1f09fffe0468cf,10,-58,867700000,5,47.8923,1.8946,108.7,3.81,58,1001.1,17,30.37,-0.027,0.967,-0.029
ac1f09fffe044ddc,RAK5205-1,1621026803,379,ac1f09fffe0468cf,9.5,-59,868100000,5,47.8923,1.8947,114.1,3.81,58,1001.1,17,29.94,-0.027,0.967,-0.026
ac1f09fffe044ddc,RAK5205-1,1621026845,380,ac1f09fffe0468cf,7.3,-57,868500000,5,47.8925,1.8951,92.1,3.82,58,1001.1,17,30.51,-0.025,0.97,-0.024
ac1f09fffe044ddc,RAK5205-1,1621026893,381,ac1f09fffe0468cf,9,-57,868100000,5,47.8924,1.8948,119.4,4.21,58,1001.1,17,29.69,-0.027,0.968,-0.026
ac1f09fffe044ddc,RAK5205-1,1621026935,382,ac1f09fffe0468cf,10.8,-59,868100000,5,47.8925,1.8949,116.8,3.81,58.5,1001.2,16.9,30.33,-0.026,0.969,-0.034
ac1f09fffe044ddc,RAK5205-1,1621026983,383,ac1f09fffe0468cf,10,-61,867900000,5,47.8925,1.8951,69.3,4.21,58.5,1001.2,16.9,30.03,-0.028,0.967,-0.028
ac1f09fffe044ddc,RAK5205-1,1621027025,384,ac1f09fffe0468cf,9,-59,867700000,5,47.8925,1.8949,91.7,4.21,58.5,1001.2,16.9,30.42,-0.025,0.972,-0.028
ac1f09fffe044ddc,RAK5205-1,1621027073,385,ac1f09fffe0468cf,10.3,-59,867900000,5,47.8925,1.895,87.9,3.81,58.5,1001.2,16.9,29.86,-0.024,0.969,-0.024
ac1f09fffe044ddc,RAK5205-1,1621027115,386,ac1f09fffe0468cf,7.3,-57,867500000,5,47.8925,1.8949,98,4.21,58.5,1001.2,16.8,30.29,-0.027,0.97,-0.033
ac1f09fffe044ddc,RAK5205-1,1621027163,387,ac1f09fffe0468cf,10.3,-55,868300000,5,47.8926,1.8951,89.2,4.21,58.5,1001.2,16.8,29.94,-0.028,0.965,-0.025
ac1f09fffe044ddc,RAK5205-1,1621027206,388,ac1f09fffe0468cf,9.3,-59,867900000,5,47.8925,1.8949,129.7,3.81,58.5,1001.2,16.8,30.26,-0.028,0.971,-0.027
ac1f09fffe044ddc,RAK5205-1,1621027259,389,ac1f09fffe0468cf,9.8,-58,867700000,5,47.8924,1.8942,158.3,4.21,58.5,1001.2,16.9,29.21,-0.028,0.969,-0.024
ac1f09fffe044ddc,RAK5205-1,1621027295,390,ac1f09fffe0468cf,9.8,-59,867700000,5,47.8925,1.8951,89.1,4.21,58.5,1001.2,16.8,30.84,-0.028,0.97,-0.027
ac1f09fffe044ddc,RAK5205-1,1621027349,391,ac1f09fffe0468cf,8.5,-58,867700000,5,47.8925,1.8955,65,3.81,58.5,1001.2,16.8,29.4,-0.024,0.968,-0.028
ac1f09fffe044ddc,RAK5205-1,1621027385,392,ac1f09fffe0468cf,10,-58,868100000,5,47.8928,1.8949,167749.66,4.21,58.5,1001.2,16.9,31.09,-0.021,0.971,-0.026
ac1f09fffe044ddc,RAK5205-1,1621027433,393,ac1f09fffe0468cf,9.8,-55,868300000,5,47.8925,1.8945,128.8,4.21,58.5,1001.2,16.9,29.92,-0.03,0.97,-0.03
ac1f09fffe044ddc,RAK5205-1,1621027475,394,ac1f09fffe0468cf,7.8,-56,867500000,5,47.8925,1.8945,151.5,3.81,58.5,1001.2,16.9,30.66,-0.023,0.97,-0.022
ac1f09fffe044ddc,RAK5205-1,1621027529,395,ac1f09fffe0468cf,10,-59,867900000,5,47.8925,1.895,97.6,3.81,58,1001.2,16.9,29.58,-0.028,0.966,-0.024
ac1f09fffe044ddc,RAK5205-1,1621027565,396,ac1f09fffe0468cf,9.8,-59,867700000,5,47.8925,1.895,113.2,3.8,58.5,1001.2,16.9,31.37,-0.024,0.968,-0.028
ac1f09fffe044ddc,RAK5205-1,1621027613,397,ac1f09fffe0468cf,8.8,-57,867700000,5,47.8924,1.8944,162.3,4.22,58,1001.1,16.9,30.46,-0.024,0.967,-0.027
ac1f09fffe044ddc,RAK5205-1,1621027655,398,ac1f09fffe0468cf,7.3,-58,867500000,5,47.8924,1.8941,175.8,3.81,58.5,1001.1,16.9,30.75,-0.026,0.968,-0.031
ac1f09fffe044ddc,RAK5205-1,1621027704,399,ac1f09fffe0468cf,9.5,-59,868100000,5,47.8924,1.8946,167.3,4.21,58.5,1001.1,16.9,29.98,-0.024,0.966,-0.023
ac1f09fffe044ddc,RAK5205-1,1621027748,400,ac1f09fffe0468cf,9.8,-59,867900000,5,47.8926,1.8954,47.8,4.21,58.5,1001.1,16.9,30.22,-0.027,0.968,-0.031
ac1f09fffe044ddc,RAK5205-1,1621027805,401,ac1f09fffe0468cf,8,-56,868500000,5,47.8924,1.8947,142.7,4.21,58,1001.1,16.9,29.01,-0.025,0.969,-0.022
ac1f09fffe044ddc,RAK5205-1,1621027853,402,ac1f09fffe0468cf,7.8,-58,867500000,5,47.8924,1.8942,173.3,3.81,58,1001.1,17,29.48,-0.026,0.968,-0.025
ac1f09fffe044ddc,RAK5205-1,1621027895,403,ac1f09fffe0468cf,8.3,-57,868500000,5,47.8923,1.8941,165,4.2,58,1001.2,17,30.35,-0.023,0.972,-0.029
ac1f09fffe044ddc,RAK5205-1,1621027943,404,ac1f09fffe0468cf,9.8,-55,868300000,5,47.8924,1.8946,126.8,4.21,58,1001.2,16.9,29.86,-0.023,0.968,-0.026
ac1f09fffe044ddc,RAK5205-1,1621027985,405,ac1f09fffe0468cf,9.3,-58,868100000,5,47.8925,1.8948,114.2,3.81,58,1001.2,16.9,30.64,-0.029,0.972,-0.024
ac1f09fffe044ddc,RAK5205-1,1621028033,406,ac1f09fffe0468cf,9,-57,867700000,5,47.8925,1.8947,126,3.81,58,1001.2,16.9,29.81,-0.024,0.967,-0.03
ac1f09fffe044ddc,RAK5205-1,1621028075,407,ac1f09fffe0468cf,7,-58,867500000,5,47.8925,1.8949,117.2,4.22,58.5,1001.2,16.9,30.51,-0.029,0.968,-0.022
ac1f09fffe044ddc,RAK5205-1,1621028123,408,ac1f09fffe0468cf,9.3,-56,868300000,5,47.8924,1.8946,127.3,4.22,58.5,1001.2,16.9,29.96,-0.026,0.969,-0.024
ac1f09fffe044ddc,RAK5205-1,1621028165,409,ac1f09fffe0468cf,10.5,-57,868300000,5,47.8924,1.8945,126,4.21,58.5,1001.2,16.9,30.42,-0.024,0.971,-0.028
ac1f09fffe044ddc,RAK5205-1,1621028219,410,ac1f09fffe0468cf,7.3,-54,868500000,5,47.8925,1.8948,112.1,3.81,58.5,1001.2,16.9,29.31,-0.03,0.969,-0.03
ac1f09fffe044ddc,RAK5205-1,1621028275,411,ac1f09fffe0468cf,7.3,-57,868500000,5,47.8927,1.8952,125.6,3.81,58,1001.2,16.9,28.64,-0.027,0.97,-0.029
ac1f09fffe044ddc,RAK5205-1,1621028333,412,ac1f09fffe0468cf,9.5,-58,868100000,5,47.8924,1.8948,102.8,3.81,58,1001.1,16.9,28.06,-0.026,0.969,-0.023
ac1f09fffe044ddc,RAK5205-1,1621028375,413,ac1f09fffe0468cf,7,-56,868500000,5,47.8925,1.895,96.4,4.2,58.5,1001.1,16.9,29.52,-0.029,0.965,-0.025
ac1f09fffe044ddc,RAK5205-1,1621028423,414,ac1f09fffe0468cf,8.5,-56,868500000,5,47.8926,1.8952,81.5,4.21,58.5,1001.1,16.8,29.34,-0.026,0.973,-0.025
ac1f09fffe044ddc,RAK5205-1,1621028465,415,ac1f09fffe0468cf,7.3,-59,867500000,5,47.8924,1.8949,126.7,4.21,58.5,1001.1,16.8,29.94,-0.025,0.969,-0.027
ac1f09fffe044ddc,RAK5205-1,1621028513,416,ac1f09fffe0468cf,7,-57,867500000,5,47.8926,1.8951,85.7,4.21,58.5,1001.2,16.8,29.67,-0.028,0.971,-0.021
ac1f09fffe044ddc,RAK5205-1,1621028555,417,ac1f09fffe0468cf,8.5,-57,868300000,5,47.8924,1.8943,159.3,3.81,58.5,1001.1,16.8,30.35,-0.023,0.967,-0.023
ac1f09fffe044ddc,RAK5205-1,1621028603,418,ac1f09fffe0468cf,7.5,-56,868500000,5,47.8925,1.8948,126.3,3.81,58.5,1001.1,16.8,29.71,-0.025,0.968,-0.019
ac1f09fffe044ddc,RAK5205-1,1621028645,419,ac1f09fffe0468cf,10.5,-58,868100000,5,47.8926,1.895,81.2,3.82,59,1001.1,16.8,30.53,-0.021,0.964,-0.024
ac1f09fffe044ddc,RAK5205-1,1621028693,420,ac1f09fffe0468cf,8.3,-57,868500000,5,47.8926,1.8952,77,4.21,58.5,1001.1,16.8,30.03,-0.028,0.968,-0.033
ac1f09fffe044ddc,RAK5205-1,1621028735,421,ac1f09fffe0468cf,8,-56,868500000,5,47.8924,1.895,111,3.81,58.5,1001.1,16.7,30.44,-0.022,0.974,-0.022
ac1f09fffe044ddc,RAK5205-1,1621028783,422,ac1f09fffe0468cf,9.3,-58,867700000,5,47.8926,1.8955,53.9,3.81,59,1001.1,16.7,30.13,-0.026,0.972,-0.026
ac1f09fffe044ddc,RAK5205-1,1621028825,423,ac1f09fffe0468cf,7.5,-58,867500000,5,47.8925,1.895,98,4.21,59,1001.1,16.7,30.73,-0.022,0.967,-0.026
ac1f09fffe044ddc,RAK5205-1,1621028879,424,ac1f09fffe0468cf,8.5,-56,868300000,5,47.8923,1.895,132.6,4.21,58.5,1001,16.7,29.54,-0.026,0.973,-0.026
ac1f09fffe044ddc,RAK5205-1,1621028915,425,ac1f09fffe0468cf,9.8,-57,868100000,5,47.8924,1.8948,116.5,4.21,59,1001,16.7,31,-0.024,0.971,-0.026
ac1f09fffe044ddc,RAK5205-1,1621028963,426,ac1f09fffe0468cf,10.3,-59,867700000,5,47.8923,1.8949,127.6,3.82,59,1001,16.7,30.24,-0.028,0.969,-0.027
ac1f09fffe044ddc,RAK5205-1,1621029024,427,ac1f09fffe0468cf,7.8,-57,867500000,5,47.8926,1.8949,82.5,4.21,58.5,1001,16.7,28.54,-0.024,0.973,-0.031
ac1f09fffe044ddc,RAK5205-1,1621029065,428,ac1f09fffe0468cf,9.3,-57,867700000,5,47.8926,1.8955,54,3.81,59,1001,16.7,29.96,-0.025,0.969,-0.027
ac1f09fffe044ddc,RAK5205-1,1621029120,429,ac1f09fffe0468cf,6.5,-58,867500000,5,47.8924,1.8948,109,3.81,59,1001,16.6,28.95,-0.03,0.969,-0.026
ac1f09fffe044ddc,RAK5205-1,1621029155,430,ac1f09fffe0468cf,10.3,-59,867900000,5,47.8926,1.8951,76.6,4.21,59,1001,16.7,30.89,-0.028,0.971,-0.031
ac1f09fffe044ddc,RAK5205-1,1621029203,431,ac1f09fffe0468cf,7.3,-57,867500000,5,47.8925,1.895,89.1,4.21,59,1001,16.6,29.98,-0.023,0.968,-0.024
ac1f09fffe044ddc,RAK5205-1,1621029245,432,ac1f09fffe0468cf,9.5,-59,868100000,5,47.8926,1.8951,84.6,4.21,59,1001,16.5,30.42,-0.026,0.971,-0.026
ac1f09fffe044ddc,RAK5205-1,1621029294,433,ac1f09fffe0468cf,9.8,-58,867900000,5,47.8926,1.8953,72.1,3.81,59,1001,16.5,29.9,-0.025,0.964,-0.021
ac1f09fffe044ddc,RAK5205-1,1621029335,434,ac1f09fffe0468cf,9.8,-59,867900000,5,47.8926,1.8953,66.8,4.21,59,1001,16.6,30.51,-0.028,0.966,-0.022
ac1f09fffe044ddc,RAK5205-1,1621029383,435,ac1f09fffe0468cf,7.5,-59,867500000,5,47.8923,1.8944,147.8,4.21,59,1001,16.6,29.98,-0.025,0.971,-0.029
ac1f09fffe044ddc,RAK5205-1,1621029425,436,ac1f09fffe0468cf,9.8,-56,868300000,5,47.8926,1.8954,76.1,3.81,59,1001,16.6,30.68,-0.028,0.969,-0.027
ac1f09fffe044ddc,RAK5205-1,1621029480,437,ac1f09fffe0468cf,10.5,-58,868100000,5,47.8924,1.8949,113.7,3.65,59,1000.9,16.6,29.15,-0.023,0.972,-0.024
ac1f09fffe044ddc,RAK5205-1,1621029515,438,ac1f09fffe0468cf,9.8,-58,868100000,5,47.8923,1.8948,128,3.81,59,1001,16.6,31.18,-0.026,0.971,-0.023
ac1f09fffe044ddc,RAK5205-1,1621029564,439,ac1f09fffe0468cf,7.8,-56,867500000,5,47.8928,1.895,40.3,3.81,59,1000.9,16.6,29.98,-0.026,0.965,-0.033
ac1f09fffe044ddc,RAK5205-1,1621029606,440,ac1f09fffe0468cf,8.8,-58,868100000,5,47.8927,1.8951,56.3,4.21,59,1000.9,16.6,30.4,-0.024,0.97,-0.032
ac1f09fffe044ddc,RAK5205-1,1621029666,441,ac1f09fffe0468cf,7.3,-57,867500000,5,47.8929,1.8951,29.1,4.21,59,1000.9,16.6,28.85,-0.024,0.972,-0.021
ac1f09fffe044ddc,RAK5205-1,1621029720,442,ac1f09fffe0468cf,8.3,-55,868500000,5,47.8928,1.8951,52.9,4.21,59,1000.9,16.6,28.6,-0.028,0.972,-0.023
ac1f09fffe044ddc,RAK5205-1,1621029755,443,ac1f09fffe0468cf,7,-57,868500000,5,47.8926,1.8949,87.7,3.81,59,1000.9,16.5,30.77,-0.023,0.968,-0.022
ac1f09fffe044ddc,RAK5205-1,1621029803,444,ac1f09fffe0468cf,9.3,-58,867900000,5,47.8926,1.8949,87.9,4.21,59,1000.9,16.5,29.98,-0.023,0.973,-0.028
ac1f09fffe044ddc,RAK5205-1,1621029845,445,ac1f09fffe0468cf,9.3,-58,867700000,5,47.8924,1.8946,126.4,4.21,59,1000.9,16.5,30.37,-0.026,0.967,-0.026
ac1f09fffe044ddc,RAK5205-1,1621029893,446,ac1f09fffe0468cf,7.3,-58,867500000,5,47.8924,1.8948,109,3.82,59,1000.9,16.5,29.69,-0.025,0.973,-0.027
ac1f09fffe044ddc,RAK5205-1,1621029935,447,ac1f09fffe0468cf,10.5,-59,867900000,5,47.8926,1.8951,70.8,3.81,59,1000.8,16.5,30.13,-0.027,0.97,-0.028
ac1f09fffe044ddc,RAK5205-1,1621029985,448,ac1f09fffe0468cf,11,-58,868100000,5,47.8925,1.8952,82.9,3.82,59,1000.9,16.5,29.36,-0.021,0.971,-0.03
ac1f09fffe044ddc,RAK5205-1,1621030025,449,ac1f09fffe0468cf,11.3,-57,868300000,5,47.8923,1.8948,126.7,4.21,59,1000.8,16.5,30.11,-0.028,0.966,-0.024
ac1f09fffe044ddc,RAK5205-1,1621030093,450,ac1f09fffe0468cf,9.5,-58,867900000,5,47.8925,1.8948,101,3.81,58.5,1000.8,16.5,27.77,-0.023,0.967,-0.031
ac1f09fffe044ddc,RAK5205-1,1621030145,451,ac1f09fffe0468cf,10.5,-56,868300000,5,47.8926,1.8951,80.1,4.21,58.5,1000.9,16.6,28.01,-0.03,0.971,-0.027
